sentence_count,english_word,non_english_word,CC,DT-PDT,IN,JJ,JJR,JJS,MD,NN,NNS,NNP,NNPS,RB2,RBR,RBS,VB,VBD-VBN,VBG,VBP-VBZ,other_tags,word_count,td_idf,score,essay_wo_stopwords
30,301,13,6,28,31,20,1,0,13,44,20,5,0,23,1,0,29,3,9,30,53,159,8.442123206344908,3.5,one million people computer daily think computer unhealthy many people abuse staying long manage time schedule still get excercise dont use computer needed people become overweight also think people something el use computer one main effect see many people play computer long becoming overweight stopped join together one person going change anything many u huge dangerous preditors going prey something el besides play computer know weight computer make change keep activity get skinny easily gotten make type change serious issue people wan na take time make quick little chart manage computer useage way isee make chart know get twhen play important people take information better infront could make satisfying result people use computer school work good depending long take opinon people computer @ num1 hour @ num2 hour day think people get schoolwork done get much rather see kid outside playing nature wildlife much important effect computer put u vary overweight spending time family schoolwork need use time wisely
30,425,19,19,36,46,24,6,0,11,61,42,8,1,21,1,0,23,23,16,42,68,236,7.9463305939409095,4.5,dear @ organization1 believe many people spend much time computer okay computer twenty minute half hour one hour long people could get sucked playing adicting game also online chatting survices like facebook myspace instant messaging another way think someone could spend time computer working report might start lost minute many way someone could sucked computer ever hopped computer played game look time hour later game adicting play game hour notice much time passed game fun fry brain @ percent1 human population spends average two hour computer day think eliminate game internent people spend day exercising hanging friend playing silly game ever started conversation someone realized talking hour half homework @ percent3 teenages average spend three hour day chatting friend internent facebook myspace instant messaging example okay someone talk friend need watch time get carryied away think shoud cut use website child teenager get homework done ever assigned report wait till last minute get started many teenager wait start report day report due stuck internent hour trying get done make grade lower start earlyier @ percent2 student wait till last minute report average spend four hour computer think make sure student start report earlyier could bring grade conclusion believe people spent way much time using computer due game internent chatting report done last minute think elimate game internent cut use internent chatting start report earlyier people start exercising hanging friend family get homework done get higher grade
12,291,2,10,30,30,15,0,0,8,35,16,9,0,18,1,0,31,6,6,28,56,120,7.063456992094271,4.0,think able look information anything talk people away ggod computer thing able able talk anyone far away good people family country seen long time computer talk @ caps1 people sent @ organization1 family heard using computer talk miss also live area get bad weather go anywhere computer help pas time @ caps1 people live @ caps2 get alot snow winter time @ month1 stay inside computer able thing @ caps1 play game watch video pas time another thing computer good able search anything able learn faraway place even never looking kid trouble homework use computer learn hopefully understand work suppose done instead going teacher tomorrow telling opinion computer positive effect people able search anything help child homework pas time nothing
30,512,12,28,41,69,33,2,4,7,87,60,29,0,19,0,0,22,33,9,36,58,298,10.724279413171022,5.0,dear @ organization1 @ caps1 minute day million computer user around world hop onto laptop desktop always good thing question raised people spending alot time computer bad thing computer bad thing people spend much time lose quility time friend family danger online interaction risk information stolen countless people around world face problem everyday computer usage lessened whether teen kid adult gaming website typing essay people around world spend way much time computer example @ percent1 people computer online access @ percent2 spend @ num1 hour day @ num2 billion hour computer usage around world child adult alike lost face time interraction human being face face computer kid played outside running playing around present day le @ percent3 child get least one hour time outside computer bad thing used become hurtful kid health fact contributed almost cause obesity world computer usage need cut size solve problem additon online chat computer increased computer usage doubled invention @ caps2 instant messaging never meant bad thing sure turn one online chat allows people send hatefull vulgar message enemy without showing face case teen harrased online bad committed suicide another bad thing @ caps2 @ caps3 dangerous criminal hide behind computer lure child teen meeting place kidnapped @ num3 @ num4 user online chat lured criminal meeting place kidnapped never seen last year victim return found although invention chat online meant quick easy communication became horror crime case million even billion dollar stolen internet hacker hacker break security code buy thing online using people money four five people admit multiple site personal information @ num5 four people least one account hacked problem continues grow hacker feed weak site problem continues grow whole world bankrupt hacker know family personal information live internet usage need cut site usage increase chat problem people money get stolen
18,367,12,16,33,41,26,4,1,11,51,22,29,0,20,0,0,20,11,6,40,62,187,8.264535368883886,4.0,dear editor @ caps1 day answer would probably sit front @ organization1 computer day friend say unhealthy research proven mom experience computer healthy envierment people @ percent1 @ organization1 friend say computer waste @ organization1 time people interact computer day stable diet even good excersice ruinte say junk kid grown ups acumulate daily life unhealthy never go away unless get also say without excersice country filled weight people dr @ organization1 done extensive research proven computer bad @ person1 gone country talk people specifically stress people get enjoy nature sitting front @ organization1 computer good taught people @ percent2 @ organization1 time get fresh air life much better mom experience computer asures younger sit get say important interact family friend keep stable relationship talking family keep intact @ caps1 going life hanging friend help @ organization1 life without household say kid sit front @ organization1 computer day disappointed @ organization1 themsleves editor done wonderful job since taken job feel stress point next newspaper computer time always excersice like friend say research taught enjoy nature mother say interact family friend sure next article wonderful dream people stating fact
36,401,10,10,40,56,27,2,0,11,57,22,49,0,18,1,0,26,12,11,29,62,219,11.798498748936405,5.5,dear @ caps1 @ caps2 computer subject many debate year lawyer judge parent child could much good thing computer cause increased awkwardness today society certainly good entire life documented place anyone go content viewing wait get paragraph one top @ num1 picked subject world people really le interested exercise @ num2 study show @ caps3 @ caps4 @ num3 @ num1 people overweight number risen @ num5 @ num1 @ date1 amazing people might safer staying inside played video game player lose health know happens bar run restart playing @ caps5 @ caps6 @ caps7 @ caps8 @ caps9 @ caps10 @ caps11 @ month1 want try gravity defying head turning stunt let tell restarting know @ organization1 recording everything online say budding guitarist looking around new gibson start getting ad online store @ caps12 @ organization1 sell info business give permission clicking continue install button spam email come something even worse way bank account number thats right went virus get onto computer many could vanish responsible brings u last subject touchy one used buy magazine book witness exploitation young woman click button away bad enough young boy snagged early future controlled disease add imense risk virus attack heap trouble saying computer terrible could much good thing sometimes good way relieve stress taking hapless alien use technology hand responsibly
25,386,14,15,35,47,26,5,1,8,54,31,34,0,20,1,1,22,10,8,42,59,210,8.773466870058952,5.5,dear newspaper strongly agree computer effected people positive way since people using computer technology get higher people ace much thing computer good convinent provide entertainment ever wanted know capital @ location3 weather @ location2 find answer look computer computer convient whenever question anything use computer take cousing courthey example everyday teacher asigns definition homework look definition computer instead taking time find dictionary however @ person4 person think computer convinent surveyed @ percent1 people voted question something computer convinent item use professor @ person2 @ organization2 say @ caps1 since people learning use computer becoming convinent everyone conclusion many people rely computer information want take away would @ date1 @ time1 bored go computer computer great source entertainment whether listening music playing game talking friend always fun computer example neighbor @ person3 come home school usually extremely bored go computer play game talk friend @ person3 also talk cousin @ person5 @ person6 live @ location1 @ person3 one talk relative internet surveyed @ percent2 people agreed talk relative place computer dr @ person1 @ organization1 say computer main source entertainment teen adult @ caps2 want take away main source enteratinment would school many teen adult go rushing computer different reason conclusion computer positively affected people amazing convinence great source entertainment
23,449,7,23,37,51,30,2,0,5,60,47,42,1,29,0,0,27,25,8,38,53,270,11.162148129697187,5.0,@ caps5 @ month1 concern @ caps1 joy clicking mouse sudden talking friend seen year computer make reality u benefit offer computer help society providing u search engine educational resource allowing u connect easily friend family helping u communicate importance plan thing lot first computer become vital part education research like student school elementary college able connect much information without computer even earn college degree computer right online university beginning form great mom want get degree stay home child also computer technology applied research science hospital new discovery advanced help computer actually help people life computer used search cure cancer disaster earthquake even help see disease someone symptom even begin occur computer helped save life benefit life way people never could imagined sixty year ago secondly computer allow people connect reconnect people around @ caps2 recently got facebook account within day found three friend mine moved away distant cousin moved @ location1 seen since little even great grandmother possibility endless email also beneficial society well @ caps5 help people communicate plan event brings next topic lastly computer help @ caps2 communicate one another internet filled website made benefit @ caps2 one @ organization2 @ caps2 @ caps3 @ caps4 computer program succesful beneficial @ caps5 become also amazing website combine education aspect @ caps2 @ caps5 quiz different level general knowledge correct answer @ organization1 donates @ num1 grain @ organization1 bored sometimes go filled thirty bowl @ organization1 learning time conlude computer proven benefit @ caps2 @ caps5 people environment computer help advance research help people reconnect one another help @ caps2 communicate know computer help u accomplish next
17,265,6,9,22,32,12,0,0,8,31,23,7,0,18,0,0,20,7,10,24,51,130,8.1638221619455,4.0,dear @ caps1 would like tell something throughout age evolving caveman discovering fire discovering fly evoloution discovered technology recent year making new technology rapidly say technology like computer bad think computer good give ability learn away place let talk people online teach hand eye coordination computer let go place ordinarilly able go research project @ location1 book would use right computer internet would fact needed could grade internet could talk friend family @ month1 live away computer go long distance connects computer bend writing almost instantly without computer able get touch people using computer good body well mind help hand eye coordination see thing screen go chick actually helping body people say computer interacting friend family wrong talked sister different room using computer computer let interact friend family love computer
21,389,13,19,31,47,17,3,0,4,62,22,24,1,25,1,0,27,22,13,28,68,206,10.173873275543555,4.5,dear @ caps1 @ caps2 yes believe many people addicted computer spread enough time computer everyday teenager child youth fall trap computer grew younger year hated computer wanted go outside play became older used computer way often believe computer take time away family time get sitting read good book hanging friend insteed fun interacting activity people decide go facebook myspace twitter youtube addicting game whatever else could find agree sluck computer like chese thing world would keep parent child together computer computer distracts kid teenager thing life also follow family family computer made people bad family coming home school saying @ caps3 dad home school go play see catch instead kid come home school see @ caps4 replied facebook message computer also cutt interacting time family always @ date1 @ time1 instead talking @ caps5 myspace grab play family board game go restaurant talk next vacation interseted go field game local base ball field play kickball instead sitting mesmerized computer screen okay @ month1 understand people @ month1 like go play engage physical exercise totally understandable still excuse sitting computer book reading yet fun also school read brain inner work show friend family word shown @ percent1 strints read @ percent2 sit computer day writing reply
26,386,7,11,14,44,27,4,0,17,35,41,5,0,18,0,0,38,2,13,42,83,197,8.572443793747208,4.0,dear @ caps1 sun find computer useful help people many way let people learn going world teach hand eye cordination let meet people online first people learn going around world find happening live looking newspaper people find place might go find weather like know puck going place also one employee going camping look good place camp look kind danger camp avoid get sick work see computer important next computer teach hand eye ncordination many job need able work well hand let say one printer break call someone come fix must able work well hand fix let say wiring light get messed call electrician good hand able work small wire people good hand could become way using computer see computer important today life lastly computer let meet new people online let say alone hard day making newpapers could go online meet new people chat room online game let say one employess broke girlfriend sad lonely working well could go online dating site meet perfect girl come work happier making paper make paper make money see computer important conclusion computer wonderful machine let people learn going world teach people good hand eye cordination let people neet new people online
20,315,9,18,26,42,7,2,0,15,37,15,10,0,22,0,0,25,9,7,27,65,141,7.800061836025259,4.0,dear local newspaper heard problem computer would like state opinion think computer teach disable example say research project need look someone go computer got also say want go far vacation like @ location1 go internet find live last reason computer still interact family friend first stated first one couple week ago social study research project ig use computer would use book instead going computer looking another exsample could like need picture make project look better go google find picture go project thats internet help like say planning trip @ location1 honeymoon never know anything honeymoon month away go computer learn also online class learn language go wrap exsample lastly chatting sosme people think computer day interact others exsample like website called @ organization1 chat friend also video chatting looking right person talking think hope lette probably many others show computer actually
39,513,18,23,35,46,42,6,0,11,85,33,38,1,27,3,0,32,8,6,60,94,292,10.653166912672678,5.0,dear local newspaper think computer positive effect people help education talk family friend get better hand eye corrdination read find interesting detail computer positive effect @ caps4 first reason computer positive help education mean come many college student see without laptop see none right always need computer type eveything research big essay paper people think always library @ caps1 wrong @ caps4 local library close @ time1 pm sure college student yo way later @ time1 homework imagine late night @ num1 pm library computer giant essay due tomorrow going @ caps1 better get laptop next giant essay come @ caps2 even go library want log book stair drive library finally get realize forgot something thats waste time next computer positve talk friend family one save load money email cost anything @ organization1 email pay cent cellphone buy phone pay bill every month know average american spends atleast @ num2 month cellphone @ caps2 never see certain family member know @ caps4 cousin baby dad life @ location1 @ caps3 got webcam everyday talk dad get see baby think always talk everything day thing said wonderful thing look someone eye computer help people @ caps4 final reason computer positive could gain hand eye corrdination @ caps4 brother @ person1 love mean obssesive love love video game addicted stop playing dont mind dont mind chew gum jotdown idea essay think whats gon na lunch play video game multi tasking @ caps2 healthier think better reflex better hand eye better happier doctor mean seriously play computer game fun knowing going make doctor happy sent want move doctor happy @ caps4 conclusion computer positive effecton help education talk friend family better hand eye corrdination tell right computer help people know computer help u many way
11,286,9,15,17,38,26,2,0,9,29,36,38,0,18,2,0,16,5,6,32,29,184,8.413798649707374,4.0,dear @ caps1 @ caps2 think computer bad effect people first reason think people world becoming le healthy kid adult stay @ caps3 kid parent aloud @ num1 @ caps4 computer go outside computer bad @ caps5 helpful looking information @ caps5 harmful @ caps5 u abuse @ caps5 kid play game computer @ caps5 damage eye @ caps5 make lazy also going outside lot thing instead talking friend computer call friend ask come play game outside @ caps6 continues lot kid fit @ caps3 second reason computer bad people past computer people ever put something put something bad computer sometimes deep secret million people see @ caps5 person might teased laughed really computer could horrible thing @ caps6 person freinds @ caps5 could break guy forever final reason computer good people dieing overweight several team comercials saying kid adult @ caps7 @ caps3 @ caps6 @ caps5 wernt theese hero much much kid would die faster kid die look whats side scientest found big fat chunk around kid heart well thats theory hope listen advice @ caps7 shut computer @ caps7 @ caps3
27,376,15,14,31,34,20,3,2,13,53,24,43,2,31,0,1,27,12,6,27,71,224,9.923345779487734,4.5,dear local newspaper @ caps1 would like warmly greted zingbobway tabe @ organization1 @ location2 say hi far away family memorr maybe quicker relfexes well computer use ful way @ organization1 complexing @ organization1 task imagine family member friend fighting war mile away want see least computer allow interact webcam see talk talk family talk friend make new friend around world without leaving house new best friend every day talk people computer give better hand eye coordination quicken raflexes dr @ person1 @ organization1 say @ caps2 shown people type use computer better reflex @ caps3 computer around easier school also remember one time write @ num1 page paper @ caps4 due next day wrote beginning @ organization1 hand started cramp finnish paper soon ran computer typed half time would spent writing also got good hand eye coordination type learn @ num2 @ organization1 @ num3 computer used learning place people say @ num1 free ticket go anywhere world celebrity choosing computer could research anywhere want make trip best day @ organization1 life even like actually going place virtually go computer computer see @ caps5 @ caps6 @ organization1 @ location1 tropical reef fish @ organization1 @ organization2 computer hold world finger lip see computer positive effect people computer allow people interact cite increase hand eye coordination allow world fingertip stop reading use computer
27,391,4,20,31,46,35,3,1,7,65,36,19,0,27,1,2,17,7,7,38,39,231,9.38819628818825,5.5,dear @ person1 advance technology computer bad thing computer company @ caps1 @ organization2 @ organization1 make cool update computer system people want shut computer good thing child spend time indoors online computer take time away spending time outside exercising affect crucial family time computer advance bad country town day kid would much rather spend time computer outside negative affect first important student see feel nature last time checked computer child need see animal smell sweet scent flower feel breeze brush cheek second reason going outside important sun even though sun harmful day still important health everyone spends time sun computer take time away nature unhealthy dangerous computer also take precious time away exercise people spend time computer exercise everyone supposed get least @ num1 minute activity daily one ever spends much time working also obesity number increased greatly since invention personal computer internet obesity make life difficult people also lead disease life computer lead le people exercising obesity rate increasing another issue computer cause people spending le time family family one important thing world everyone spend hour daily family plus encouregement family many student excel school sport give graet self confidence computer take time away something thw important everyone family many people affected negatively computer technology take important time away child adult take time away outdoors exercising family yes computer @ month1 make life easier much negative affect positive one
17,255,10,12,14,40,12,3,1,6,31,27,9,0,13,2,1,15,3,16,27,37,131,7.869946271067594,4.0,dear local newspaper believe computer bad news kid come home school go aim talk friend @ percent1 @ caps1 obiese feel better play outside friend sitting chair playing computer kid go outside play friend fun also kid learn interact playing outside together kid see nature bale learn animal kid computer sitting nothing also kid post picture thing like facebook appropriate cna get lot trouble also say thing normally say person face computer simply way kid get trouble whne outside palying baseball football tag friend getting exercise lot fun getting lot exercise likely going obies say computer good hand eye coordination catching football hitting bettre also say computer tell far away place school saying exercise playing friend better talking friend video chatting @ caps2 many weight people @ location1 computer heloing cause
23,412,8,26,26,54,28,2,0,13,59,28,22,1,25,2,0,35,6,13,21,70,226,10.714640647685599,4.5,dear @ location2 press wonder know @ percent1 people @ num1 surveyed university @ location1 agreed using lap top computer good benefit life agree computer benefit society every day life computer interact people around world help school work make every day life eaiser five year ago move @ location4 @ location3 leave family friend behind however great tecnology could e mail instant message video chat instead face money make long distance call there many people like friend family far away weather family different country old school mate camp friend using computer great way keep touch one another using computer also life easier mom taking care kid might able go @ caps1 @ caps2 one kid wanting get video game watching favorite @ caps3 show thankfully man go online pick food quantity get someone deliver mother also might able get go shopping computer go favorite store website pick clothes want @ caps4 come computer great worry enough time go computer life much simpiler statistic people help online instant going computer great homework know write planner information computer @ caps5 com could find local library find almost anything search engins computer people disagree use computer also believe people abuse benefit computer spend much time exercising enjoying nature enough true long stay reasonable usage computer benefit many way like said great keeping connection people simpling everyday life research school
22,300,4,12,18,33,19,0,1,8,51,18,6,3,16,2,0,20,2,10,31,55,166,8.08418618379797,4.0,dear local newspaper think computer effect people positive way computer increase knowlage let u communicate friend family teach u hand eye coordination let u see news faster computer enjoyable great piece technology even though sitting looking computer screen interactive computer increase knowlage computer website full great information look anything would like learn find exactly want going library book report would consume extra time instead look fact need online computer also let u communicate family friend calling someone sending letter cost money sending email someone many people family friend live far away computer talk long want expense also see webcam attach computer one allready another reason computer useful help hand eye coordination computer require type great skill working essay hand tiring boring type essay computer typing take get good helpful finally computer help u get news foster major thing happen earthquake @ location1 internet news conclusion computer useful help u increase knowlage communicate people help u hand eye coordination let u see news faster importantly computer fun
34,439,3,14,46,62,27,0,0,14,86,34,21,1,13,1,0,39,8,5,24,51,240,8.94143808524121,5.0,dear newspaper believe advance technology many positive effect computer computer great people age computer teach hand eye coordination allow people learn information world lastly computer allow people communicate internet advance technology improve society way life around globe advance technology amazing computer show advance greatly simple use computer one learn great hand eye coordination skill typing skill great example typing skill needed almost everyone world without computer one would skill young child go computer play game learn basic typing hand eye coordination skill jump start coordination skill rest life advance technology great advance computer also allow people learn worldwide information many time school student asked report different country would hard report without computer student would need go different book find specific information needed internet project get done lot faster typing whatever need know family vacation always wanted go need idea go use internet need type vacation spot click enter instantly hundred choice right front make life lot simpler remember last time mom dad went business trip talk busy fix internet communicate @ caps1 @ caps2 hookup @ caps2 computer instantly say good @ time1 hows going friend instant message easy seem like standing right next matter second conclusion computer advance technology great benefit everyone world computer tech hand eye coordination allow one learn information around world allow communication internet happen instantly writer editor newspaper please agree topic advance technology add posotive effect way life support advance today technology help improve life
34,398,7,17,31,45,28,3,0,6,62,31,43,4,32,0,0,27,9,5,30,56,249,10.348580600335847,5.0,dear @ location1 believe computer positive effect people teach hand eye coordination computer give people ability learn far away place people even allow people talk online computer usefull piece machinery computer teach hand eye coordination school need type lot @ caps1 prompt @ caps2 lab @ caps3 @ caps4 vocab computer help u typing fast correctly take practice typing without looking keyboard hand eye coordination help u later life also whether typing term paper high school application essay college need help computer computer give people ability learn far away place @ num1 year ago look trip @ location3 first time know lot history @ location3 sat desk turned computer suddenly like @ location3 read delicious food rich culture took virtual tour @ caps5 @ caps6 great @ caps7 heard @ caps8 music learned @ caps8 @ num2 hour visited @ location3 right house computer take magical journey far away country computer allow people talk online people good thing cousin live @ location2 @ num3 hour time difference always easy talk phone use computer family send e mail back forth sometimes even video chat @ caps3 networking sight accesible computer @ caps10 @ caps11 allow u talk people regularly see @ caps11 even talk favorite star musician computer let u keep touch others computer positive effect people expert @ month1 say people spend much time computer @ month1 true people true everyone still exersise spend time outside still interact family friend know also able computer people using computer good thing
16,225,0,10,14,27,13,3,1,5,30,19,21,0,13,1,0,13,1,2,23,40,123,6.185011847159712,3.5,dear local newspaper writer believe computer benefit society could connect people faster easier computer @ caps1 good society spend much time phone @ caps1 think computer benefit society @ caps1 computer good thing bad thing computer good thing could email family friend time want sometimes computer long @ caps1 think computer good thing without computer different talk people phone text message opinion really thankful computer computer could go everything like @ organization2 @ caps2 @ caps3 @ caps4 even work computer @ caps1 without computer different think people spending much time computer lot people computer office work computer make thing lot easier u sometimes people take advantage @ caps1 feel people spending much time computer last least @ caps1 know computer benefit society
20,301,16,17,20,53,19,1,0,9,36,37,28,0,14,0,0,17,4,4,25,45,172,8.361265882540588,4.0,dear @ caps1 heard wanted opinion whether computer positive effect people know lot people positive opinion think computer positive effect people main thing computer great research without computer kid adult provided necissary tool knowledge study show @ num1 @ num2 student computer home @ num3 person without computer access get @ percent1 lower grade poor research ability project another reason computer good bring world together facbook @ caps2 twitter user chat people accross street accross country even accross ocean people @ location5 play game chat people @ location1 @ location4 @ location2 even @ location3 last reason computer great buiesnessess lot people website job get well known people know buisness take example newspaper without computer able get research even type print newspaper website able persuade people read newspaper even though people might abuse computer privlages staying long instead exercising interacting withpeople thats @ percent2 people computer time want spend computer change nothing conclude letter letting know computer great people give u research help u school buiesnessess allow u talk people around world
11,218,7,6,16,25,9,0,0,7,21,18,5,0,13,0,0,24,4,4,22,53,103,7.055969812496451,3.0,dear newspaper @ caps1 writing letter saying think bad idea make kid stay computer teach kid something good homework relax well computer teach kid lof thing like hand eye coordination kid want work computer older learn new work also website show move yor hand using computer well kid come school always homework @ caps2 need comptuer use computer would hard kid homework go school class tell teacher dont computer going get school long day go home homework go computer listen music relax guy take computer away every one would grumpy time think keep computer exercise much get enuf school carry heveay book around
15,300,7,9,24,33,21,0,0,12,45,24,5,0,12,0,0,32,0,3,28,61,150,8.259000619004137,4.0,dear @ state1 news computer great machine use people research learn topic subject let people talk friend online think computer good effect people computer one great invention helpul everyday life people need write paper school project research need need know thing topic know look question internet writing paper need answer internet suppose want go family vacation california plan whole trip right computer book flight get hotel room even see see whole world right computer want learn another language learn entire language computer also busy go collage want take another class even school online computer great way learn new thing finally talk friend online website like facebook myspace great way keep touch friend naother positive way @ caps1 instant message friend family without wait long response back want friend message think computer positive effect people helpul many way people research learn new thing talk friend hope see point view samething everyone
29,538,16,20,48,63,28,5,2,11,72,35,27,0,49,1,0,31,25,6,40,107,284,12.737511845481169,5.5,walked living room saw mom avidly reading screen computer picture caller master logo clastering web page well thought internet mom better could go vacation people log computer everyday although people willing change believe new advance technology strong argument computer still see negative strongly support computer believe lot potential computer make work even smaler allow talk people thousand mile away man instant also reconnect friend see anymore example used go awesome @ date1 camp made best friend @ date1 instead playing sport fun layed basement stand sweat glued one day heard familiar computer spoke receive instant @ caps1 energy crawl screen find @ person1 one closest friend wanted take bike ride wall hang people knew say happily respond @ caps2 definetly want go long score point computer @ organization1 instant @ caps3 @ caps4 would drifted apart never talked anadem exaggerated argument people use computer everybody us exercise frequent computer almost every hour made system ensure got exercise every time walk room computer hooked grab pull right @ num1 thought system @ num2 month ago already muscle @ num3 pull time started struggled @ num2 amazing computer back would still exercise week computer give easy internet much information unless closely grounded secret could probably find whatever want internet ive gone countless time find essay limited textbook isnt need country project @ date1 year @ caps5 pleces information book also make great teacher subject well matter fact language art teacher told u story ever @ date1 ball never done sort water sport spent @ num2 week watching video youtube waterski first dearly trick reason think computer great keep friend ship close give reason exercise teach anything say spread good word computer let every one know awesome
4,62,3,0,6,10,3,0,0,5,10,7,6,0,2,0,0,5,2,1,3,8,39,4.576336670558174,2.0,dear computer co computer negative effect would go outside could play life like game @ caps1 lthink game th @ caps1 removed people could enjoy great thing life people @ caps1 day people would pay attention way destroying nature
32,536,28,20,45,52,31,3,1,12,73,38,80,0,35,0,0,47,14,12,44,101,348,11.261278031680451,6.0,dear @ caps1 @ caps2 resource entertainment even communication people might fading @ caps8 know large portion people think @ person2 harming society well say think understand benifit computer bring u computer act like teacher teaching u without u even knowing hand eye coordination perfect example plus use computer learn place might want travel conversation frinds family living way away tromus computer extrodarny piece technology first like say everything physically us hand eye coordination making dinner riding bike driving car etc unfortiunitly @ caps6 people best hand eye coordination one @ caps7 friend @ person1 horriable hand eye coordination birthday decided getting computer @ num1 month since computer @ caps8 trying hit baseball son party moneged hit ball @ num2 @ num3 used hit @ num1 @ num5 @ num6 @ percent2 termendous increase @ num1 month something @ caps8 simple @ caps8 computer improved @ caps7 friend hand eye coordination termendous amount secondly computer help learn far away place @ caps8 @ location1 @ location4 really want travel icey cold piercing wind @ location1 learn say like cant travel @ location1 due money flying condition want able study polar bear glacier without needing worry static @ caps3 @ caps4 @ caps5 state @ percent2 people wpould love experience thrill excitement @ organization1 light @ percent2 @ percent3 said actually travel @ location2 see see @ percent4 people go whether due money cold thery @ caps6 said thats love computer experience @ organization1 light without needing travel bitter cold lastly better thing computer family never met get see editor @ location3 local state @ caps7 parent live @ num8 mile away rarly get tell afford travel distance ofter use @ caps7 computer @ caps7 parent communicate @ percent1 used love computer help keep close @ caps7 loved one @ caps8 tell thanks computer talk @ percent1 parent used conclusion computer gracous device extremely benifital people computer teach u hand eye coordination let u learn place wise would never learn conversation friend family generally dont get see often go make anyone say computer horrible invention tell exactly computer important
26,339,9,9,39,42,18,1,1,4,58,16,4,0,31,0,0,20,9,4,36,56,155,7.5327993434786364,4.0,dear newspaper think using computer much bad people spend way much time internet many people focused internet lack normal activity also computer bad people internet night get sleep leaf exausted day ahead alot people spend much time internet since always internet spend alot time family cause internet addicted person lose relationship family friend exercizing result addiction also example stepbrother always internet talk anyone preoccupied game another problem people encounter internet focused focused internet forget whole world need help people choires make meal family people also time outdoor activity used enjoy internet addict usually get sleep time study night spend extra time internet day tired school work internet one blame last month mom made facebook constantly ignores everything around mom go school tell never time study always internet also stopped reading bible spare time go internet internet bad thing get hooked lose relationship friend family never get computer people usually exercize thier chore good addiction get
21,397,8,20,44,43,30,1,3,10,62,29,14,0,22,2,0,26,14,17,30,47,209,10.111948304255934,5.0,dear @ caps1 effect computer people positive one think people spend way much time computer information computer inaccurate still telephone cellphone people use fir communication majority people time spent computer whether playing game checking @ caps2 mail even working people valuable time getting used time could used important thing friend family outside nature exercising computer insteads exercising huge effect people people overweight eat exercise sister work day say @ num1 @ num2 lady work un healthy go computer eat granola bar wich usually healthy others spent least half hour outside @ caps3 fresh air instead using computer would feel lot better doctor always used tell brother @ caps3 play hour day true strongly encourage people go outside activity opposed playing computer computer used lot researching information computer helpful never really know information inaccurate least research using book encyclopedia trust source report could use internet would able tell information trustworthy sure computer also teach hand eye coordination playing video game real life need know shoot dragon dodge candy falling sky example unneeded information skill keep people wanting go back computer another thing computer communicte others computer invented even advanced people happy give one another call computer people @ caps2 mail instant message even skype webcam website even happened cellphone take
29,541,10,16,46,64,46,2,2,11,83,37,12,0,51,2,0,36,9,16,47,75,275,12.39112422330317,5.5,dear reader @ caps1 people debating whether computer actually benefiting society especially majority @ caps2 one helpful machine computer help people everyday task doubt good harm imagine impossible would people job without life would become much harder people living planet think successful school country think school computer computer easiest way look information something important child learning whenever someone need know something google come handy researching huge project due next week people never knowledgable computer important school also work place serve almost environment computer common people conveniently type paper submit bos teacher save time effort professional result computer also serve important purpose communication using email instant messaging one could communicate someone side world without enormous phonebill @ month1 see dangerous could chatting complete stranger however also opening eye new culture possible learn life @ location1 first hand computer would extremely hard regular person interact someone another country almost like isolation world many take great interest learning language better way exist sitting classroom listening someone talk person planet really want kept separate others live close enough main concern computer one want read book anything else however recent study show computer came people begun read prof something fun new mean everything else trash people still continue thing always something new list addition option everyone w want spent time computer someone like idea right take away someone else computer created help human race control person want one get one everything way remain next time see computer think sort obsession keeping people thinkgs could universal device allows broaden horizon learn thing probably go library look comuputers holding anyone back pushing everyone forward whether work school even house benefit everyone everywhere
32,428,14,11,43,63,35,1,1,12,63,48,19,0,19,0,0,29,17,12,31,49,240,11.053529426251222,5.5,ever thought amazing thing computer done u learn anything want talk people side world even advance area technology computer without doubt positive effect people imagine one second blazing desert @ location3 next losh steamy jungle thriving animal without leaving room using computer people learn new place thing whenever want million resource internet make possible learn place time although information @ month1 local library going computer much easier want go trouble loaning book library internet use time registration get library card late fee waiting list quite clear using computer research valuable thing @ num1 ten people said would rather email person talk phone computer people instant message email anyone anywhere world making call @ location1 @ location2 expensive email talk @ caps1 friend @ person1 free charge remember moved @ location2 sad promised stay touch e mail instant messaging easy talk exchange latest news ability communicate soemone easily unbeliveable privalige would none existant without computer help u lastly computer helped people make advance othe area technology would science medicine without computer machine helped scientist experiment simulated expiriment positive variable affect result experiment extremely acurate computer helped advance medicine well key unlocking sort cure dangerous disease know maybe @ num2 year therew ill cure cancer amazing accomplishment positivly effected computer although people @ month1 think computer negative impact day day life @ percent1 disagree people learning talking advance technology one click mouse computer effected people positivley many way click away computer none
