sentence_count,english_word,non_english_word,CC,DT-PDT,IN,JJ,JJR,JJS,MD,NN,NNS,NNP,NNPS,RB2,RBR,RBS,VB,VBD-VBN,VBG,VBP-VBZ,other_tags,word_count,td_idf,unique,score,essay_wo_stopwords
4,92,2,2,14,11,3,0,0,1,18,1,0,0,5,0,0,4,5,4,8,19,42,4.804760254744272,31,2.0,feature setting affect cyclist many way essay state sun beginning beat show affect feel cycling road affect ability keep cycling sun hard also state water depleting 12 mph show also dehydrated goin slow ammount heat lack water affected ability keep cycling area
3,52,1,2,9,5,6,0,0,2,9,0,0,0,3,0,0,2,1,0,6,8,24,4.285815365531957,22,1.0,believe cyclist alone think old man shot believe bike ride long little retarded feel matter great horrible shape even go realling long rider bicycle
5,61,0,1,10,5,4,0,0,0,9,3,0,0,6,0,0,4,7,2,0,10,28,4.520207912666166,23,1.0,setting affected cyclist big way journey temperature hot tired cyclist made thirsty also hill high ride made hard continue since desert many town go factor affected cyclist journey
4,143,4,7,17,11,2,0,0,1,29,4,7,0,6,1,0,7,1,4,19,31,72,7.101374999647691,59,2.5,setting essay rough road ahead exceed posted speed limit three way one way baren shade stop sun beating cyclist body add dehydration lack focus another way setting affect cyclist terrain rolling hill desert bike hill make work harder using energy exsusaing ater supply desert also enemy heat make trust think mirage see last way affect ghost town see get hope relief might get water heat pass find nothing leaf chrested think death
2,63,0,4,8,9,9,0,0,0,12,2,1,0,0,0,0,1,4,1,4,8,28,4.3076864105835595,23,1.0,feature setting affect cyclist hot dry california desert bicycle hot dry bad direction desert bad long distance ride burning hot sun little water thought going die nothing insight
7,136,2,5,18,18,6,0,0,1,23,8,4,0,5,1,0,9,7,4,8,21,71,6.511505371176032,50,2.0,feature setting affect cyclist way one example short story exceed posted speed limit cyclist endure going big dirk hill dehydrated tired biking mile mile get destination setting sometimes even cause lose hope give cyclist short story started lose hope found store sold fishing bait setting control long take getts destination get example come across dirt road there big boulder way find another way get conclusion feature setting affect cyclist many way
9,197,4,6,19,21,11,0,0,3,29,8,7,0,13,0,0,11,15,5,17,37,96,8.732672561966718,86,3.0,setting effect cyclist california desert june without water also cycling curry hilly back road cyclist eventually start lose water determination tested struggle get next town say wide ring dried sweet circled shirt growing realization could drop heatstroke gorgeous day june simply listened old gentleman porch decade caused lough author showing circumstance taking toll also state road sign rough road ahead exceed posted speed limit ironic already exhausted encounter treachorous stretch road never cycled long period time hardly imagine pushed state exhaustion relate time played @ num1 soccer game summer heat painful everytime received ball took tack
5,42,3,1,6,6,2,0,0,0,6,2,0,0,3,0,0,1,7,2,0,9,21,3.414261209960835,19,1.0,story feature setting effect running water also manuver around snake made tired dehydratied muscle got sore rough terrain got dehydratied sun
4,180,3,14,15,20,9,0,1,2,25,7,1,0,11,0,0,12,6,5,18,38,77,6.927828517094173,62,2.5,feature setting affect cyclist many way almost like background theme cyclist feature used story mostly background going site showing reader much need somewhere go also much indespair time say sad hopeless laugh mind atleast still energy feel sorry quote saying @ month1 tired physically best shape atleast know good shape know trouble still laugh aware keep trying anyways text opinion showing many different idea hope awareness ability courage realize need help go anyways prove finish wanted planned
5,78,3,2,12,11,6,0,0,0,15,3,2,0,2,0,0,0,7,2,9,11,39,5.112099617382014,31,2.0,feature setting effect cyclist dessert dessert hot know story state feel around @ num1 degree struggled water find cool found water pump tar like substance oozed followed blackish water feeling somewhere neighborhood two hundred degree mean hot find water
8,131,2,6,17,16,10,0,0,0,24,4,4,0,8,1,0,5,4,2,13,20,65,6.278567298539519,48,1.5,many hazard rigorous feature affect cyclist start journey advice short cut old men cyclist excited thought short cut drinking water effectliy soon begin run lost sun begin beat take pressure thinking cool stress @ caps1 bothered sun even imaginary setting fictious stream effect cyclist soon sun start beat even cyclist start run water make sure vivid come across mirage come bend cave trouble road thirst
8,170,3,4,26,22,14,0,0,2,31,8,0,0,7,0,0,7,13,4,10,25,84,7.5062749674482125,66,2.5,feature setting affect cyclist many way cyclist persevered rough terrain caused become weak example author state looked majority pavement front ceased past tilling keep balance dehydrated state show author dehydrated hot kept going even physical obstacle another thing affected author felt like giving terrain harsh instance text really matter going die bird pick cleary waveng experience outdoor gear show author still go even time get tough text show exhausted wind eating dy would dehydrate humidity desert heat word feature setting affected cyclist many way
3,51,1,1,4,8,5,0,0,1,8,2,0,0,6,0,0,4,3,3,1,6,26,4.235611314636259,22,1.0,feature setting affect cyclist going hil hit rough road going good like example going flat land changed hill lastly rough road condition could seriously hurt someone
4,73,1,3,12,7,4,3,0,1,17,4,0,0,1,0,0,4,4,0,3,11,39,5.083468246055952,33,1.5,feature setting affect cyclist couple different way cyclist found gohst town since one could ask someone better direction get food water short rolling hill make harder pedal hard pedal uphill end story found bait shop got water better direction
4,125,3,4,19,15,9,0,0,1,17,9,4,0,5,0,0,6,11,6,5,21,63,6.205028229724348,48,1.0,feature setting affect setting big hill roughness road essay say flatroad replaced short rolling hill crested first large highway sigh jumped prety much saying flat road soon turned rolling hill cyclist riding hill leg would get tired sore one example friend @ person1 went bike riding went @ caps1 @ caps2 fechmisburg ride big hill pedal leg started hurting decided walk go hill
12,204,1,5,31,26,13,0,0,3,41,1,4,0,12,1,0,9,9,6,14,30,93,7.799194654172992,71,1.5,many way setting rough road ahead affect cyclist first bicycling desert pose problem dry hot one point story author writes trying keep balance dehydrated state obvious lack water affecting big way almost collapsed thirsty another part setting affect cyclist remote area say one sight building car structure kind since rolling cyclist keep cycling drinking water could find place stop lastly rough road affected cyclist road made traveling even harder caused cyclist rough time bicycle long period time would much rather smooth road could renew energy heat remotness area rough road affected cyclist journey
4,68,0,0,13,7,3,0,0,1,16,4,0,0,4,0,0,4,5,1,1,9,39,5.244403506126032,33,1.0,feature setting affect cyclist greatly story list desert climate tale damage onto cyclist quickly depleting water supply also began get worried every town old men told turned ghost town crawled doubt cyclist mind might survive shortcut told old men
9,124,1,3,17,19,5,0,0,2,15,10,0,0,5,0,0,7,2,0,15,25,44,5.399356870949658,35,1.0,feature setting effect cyclist different kind hill watch rock middle road make sure lot water look like desert car around still look car case came nowhere lot turn hot make sure neat scaoke place stop shade store stop get water food either setting cyclist
3,63,0,1,9,5,3,0,0,0,16,0,5,0,5,0,0,3,10,1,0,7,38,5.427803152983946,33,1.0,@ caps1 story condition problem often effected mood cyclist example sign said rough road ahead exceed posted speed limit @ caps1 time saw snake scared eased past trying keep balance dehydrated dry hot climate began become problem cyclist
5,61,3,2,9,10,6,0,0,1,12,4,0,0,4,0,0,3,1,2,5,5,30,4.739309129558428,28,1.0,feature setting affect cyclist many way example could tried drunk battery taste water get enough clean water time driving bike long distance water supples energy consuming plan trip like wisly
6,72,0,2,11,10,4,1,1,0,10,2,3,0,8,0,0,2,2,2,7,8,36,4.885988318060923,28,2.0,story setting greatly affect cyclist cyclist pedaling california obviously hot beautiful @ date1 also run water nearly doom worst hill make run water energy even quicker also place stop water cyclist lucky survived rugged terrain california
4,58,6,0,5,10,5,2,0,2,8,5,4,0,3,0,0,4,5,1,3,8,26,4.295598189979881,23,1.0,feature setting afect cyclist many way high desert california june probaly dehydrated @ date1 hot also short rolling hill would energy see setting affect cyclist lot
3,23,0,1,3,1,3,0,0,0,3,2,1,0,1,0,0,0,3,0,1,4,12,3.1567654921761434,12,1.0,many feature affect cyclist lack water slowed also hill sun big problem
4,75,2,2,12,11,8,0,0,0,18,2,3,0,2,0,0,3,7,0,2,7,39,5.288417109636428,33,2.0,story exceed posted speed limit featurs setting great deal cyclist rodes bumpy windy many hill effect cyclist drink lot water cyclist rode called town found nothing say began pump old rusted water pump nothing came except nasty blackish water
1,38,0,2,5,4,3,0,0,0,6,2,0,0,1,0,0,1,4,3,0,7,17,3.779179965204163,17,1.0,way feature setting effect cyclist going hot neighborhood road made dehydrated effected journey including long cycling go
6,174,4,4,23,28,7,0,1,2,31,4,8,0,8,1,0,5,19,3,4,31,77,6.866736082922994,60,2.0,story cyclist start lot confidence complete whole ride left first town riding needed water stoped fork road get water pump taste like battery acid progressed trip came sign said rough road ahead exceed speed limit joe kurmaskie pg @ num1 part trip made challenging making face rough road mountain cross sucked water came last mountain saw sign gart store arrived got water got direction man best map see going mountain suck water cyclist relieved got water end
7,112,2,2,19,17,7,0,0,0,19,4,4,0,8,1,0,0,14,3,4,12,54,6.004712904204221,45,2.0,feature setting essay entitled exceed posted speed limit affect cyclist tagonizing manner dehydrated exhausted due condition environment cyclist became dehydrated lack water also scorching heat desert sweat much point lost enormous amount bodily fluid cyclist also traveling unpaved road required energy traveling one paved therefore cyclist became exausted almost died way environment cyclist affected
5,113,0,5,11,8,7,0,0,1,15,3,4,0,5,0,0,5,6,2,12,29,49,5.816382584247678,41,2.0,feature setting affect cyclist way feeling doubtful confidence determination relief example feel doubtful hardly water clue going end first felt confident old people porch told go end say listen map next time also determined wanted get next town also make relived want get yosemite national park setting affect cyclist
10,148,0,2,14,16,9,0,0,2,27,2,2,0,11,0,0,4,6,5,18,31,78,7.15946187155686,61,3.0,feature setting cyclist change outlook trip first begin trip road fine becomes confident terrain began change writes sometimes life feel cruel grows despairing face new terrain little water begin see building becomes hopeful determined however realizes old juice factory grows bitter leaf factory feel hope comparison shown writes somehow climbed away abandoned factory juice dream slowly gaining elevation losing hope @ caps1 end revived water almost look back journey comically rider know look drastically changed depending setting journey
5,173,11,5,27,25,8,2,0,3,32,9,4,0,7,1,0,14,18,3,4,24,93,8.003378575844307,73,3.0,feature california fact cyclist neave yosemite made terrain rugged dangerous cyclist california hot climate neove desert need water cyclist much greater man cyclist @ location1 story cyclist travel desert like condition limited water supply cyclist even mentioned story many hour ride land changed short rolling hill would made harder pedal making work harder story also mention sun beating would alos serve factor thout helped deplete hydration problem cyclist faced nowever managed stay determined people faced problem might able make also story @ month1 notice different stage struggle authours tone ananger confidient unsure desser
2,20,1,1,3,3,2,0,0,0,4,2,0,0,0,0,0,0,2,0,1,3,11,2.854011358707286,11,2.5,feature setting affect cyclist many way made tired thirsty near exaustion
8,120,1,3,15,11,9,1,0,2,24,4,8,0,11,0,0,4,15,0,0,16,67,6.798234835562296,57,2.5,cyclist essay exceed posted speed limit took advice older gentleman offered shortcut knew get @ caps1 national park however land changed long ago men last fist town came upon realistic version ghost town laughed long ago men must long hour hot road dipleted water @ caps2 sank lost almost hope reached old destroyed grape juice factory made bait store water last would never take advice anyone map
6,111,2,2,13,17,4,0,0,3,17,3,10,0,4,0,0,4,14,4,3,16,56,6.339925282851457,47,2.0,feature setting affect cyclist letting author hope came across sign read rough road ahead exceed posted speed limit hope faint water depleting @ num1 per hour rate water felt life cruel sometimes thought point losing water also came across tumbleweed large snake tried avoid would bitten would died finally heat might also heatsroke wide sign dried
1,147,2,6,17,20,10,0,1,2,20,11,10,0,10,1,0,5,14,5,5,14,79,7.399637752122735,62,2.5,story exceed posted speed limit many feature setting challenge cyclist cyclist accepts information foreign old people made first mistake realizing hitting water bottle pretty regularly traveling high desert california june lack water plus heat california june would turned heatstroke people even journey even thing state flat rode replaced short rolling hill @ caps1 excessive heat water @ caps1 handed troublesome rodes although cyclist must near complete exhaustion continued fighting add element many feature setting story affected cyclist overcame honorably
9,162,3,4,19,23,9,0,0,4,31,3,6,0,9,0,0,9,15,6,7,20,91,7.8288880613215905,70,2.5,dry desert like setting would affect cyclist could easily become dehydrated sun loss water sweat cyclist state eased past trying keep balance dehydrated state rough road ahead man badly dehydrated determination move terrain went flat short rolling hill road abandoned along town passed hoping get water man go say toiled point tumbleweed crossed path ridiculously large snake really look like diamond back blocked majority pavement front rough road ahead setting obviosly desert like dry hot dusty would definately affect body sweating cause dehydration due water loss conclusion cyclist greately affected setting
4,90,6,4,10,16,10,0,0,0,14,6,6,0,7,1,0,0,9,5,2,7,52,6.424414436432423,49,2.0,feature setting effected cyclist quite durastrely first traveling high desert california june running water pump found produced brakish water feeling somewhere neighborhood two hundred degree flavor battery acid came upon rolling hill rough @ caps1 end exausted dehidrated desperate need water turain made story meaning full proving souldn get direction old guy
10,172,8,4,30,24,19,1,0,4,38,11,13,0,7,0,0,5,8,5,6,6,104,8.408663163619245,84,2.0,essay rough road ahead exceed posted speed limit cyclist encountered several problem main conflict cyclist text lack water cycling vigorous exercise take much strength rider water neccesary make sure cyclist stay hydrated text old men cyclist take detour desert area hilly terains hot weather rough road cyclist became dehydrated faster normal example text say water bottle contained tentalizing sip wide ring dried sweat circled shirt growing realization could drop heatsroke gorgeouse day june @ caps1 using vocubulary tentalizing express cyclist need water furthermore later sentence narrator make reference old men giving blame entirely suggesting path reader also conclude harsh setting essay greatly affected cyclist
5,93,0,3,12,10,7,1,0,1,20,6,0,0,5,0,0,3,7,4,1,13,44,5.7016077727495675,39,2.0,feature setting affect cyclist making travel lot harder weather hot making thirsty due town abandoned could stock water terrain cross many hill road good condition heat lack water ghost town tough terrain made journey hard achievement overcome obstacle way able achieve goal getting water
9,151,5,1,17,23,11,0,0,2,23,6,11,0,11,2,0,8,16,3,3,21,80,7.15190665469637,66,2.5,story rough road ahead exceed posted speed limit joe kurmaskie man traveling pretty difficult setting cyclist mood detirmined setting well need detirmination make setting story early summer california weather described hot sun began beat traveling high desert @ caps1 june excessive heat needed water shortly became conflict story thing got difficult attitude towards old men advice changed gracious help wishing never listened also difficulty increased detirmination move also increased telling could make far fine @ caps2 cyclist setting affect negitive
7,115,0,2,13,10,4,0,0,0,15,5,5,0,5,1,0,5,14,7,6,23,51,6.066396761228172,42,2.0,story exceed posted speed limit many feature affected cyclist example sun beginning beat starting get hot tired came bump road harder pedal also drinking bottle water hard mean hot getting tired lost got hand knee working handle rusted water pump strength telling u working hard worn ride reason feature affected cyclist
4,54,0,0,7,6,4,0,0,1,9,2,0,0,4,0,0,2,3,3,2,11,26,4.4124032662001635,23,1.0,first old men affect cyclist throwing track telling shortcut take right destination cyclist faced rough rolling hill highway long journey cyclist still remained determined reach destination
9,140,5,2,18,20,8,0,0,1,20,12,17,0,9,2,0,7,7,4,11,14,83,6.7320953927508125,58,1.0,feature setting affect cyclist many way cyclist riding bike @ location1 middle june gotten dehydrated biker riding high desert california reach @ num1 degree middle @ date2 @ caps1 bearly reach @ num2 degree also desert know nothing riding somewhere else every mile could gas station although cyclist riding @ caps2 @ caps3 lastly road desert lot dangerous since people never really drive one really comblains regularly pot hole stuff worried city many people travel point change fill pot hole one really travel
5,93,2,3,16,11,6,0,0,0,16,4,4,0,4,0,0,0,12,4,5,12,51,5.951978997371409,40,2.0,setting really take determination away cyclist hill made ride difficult say one long cripping hill bulding came view show hill hard say long crippling another thing setting building extremely thirsty becomes abandoned grape juice factory said look beth @ caps1 grape juice factory bottling plant two several example setting affecting cyclist
5,106,1,4,11,11,7,0,0,0,19,4,3,0,9,0,0,3,8,2,8,19,50,5.975917729837428,40,2.0,feature setting major affect cyclist hot day desert california limited water supply start becoming hot water supply begin decrease quickly old men say left porch since @ person1 office gave wrong direction yosemite ended getting lost hot california desert eventually came fishing store refreshed alot f water sink way yosemite
6,94,0,1,16,11,4,0,0,2,13,8,0,0,6,0,0,3,10,2,6,12,47,5.830469178813028,39,1.5,feature setting affect cyclist big way road bottle could caused get really hurt also water drinking streaming tasted like battery acid came rolling hill would another big challenge setting pretty baron cyclist also come across snake last thought saw mirage tell climate extreme cyclist setting affect cyclist
3,89,1,0,15,14,3,1,0,1,16,6,2,0,2,0,0,3,3,4,9,12,43,4.823650569318604,29,2.5,feature setting affect cyclist reason one reason make easier picture cyclist feel also make cyclist seem bit insane weather could drop heatstroke @ caps1 reason weather affecting cyclist bad seeing mirage building abandoned year ealier feature setting affect cyclist condition seem impossible make
4,81,4,2,11,16,7,0,0,0,17,4,2,0,2,0,0,1,1,3,9,11,48,6.27690080333159,46,1.0,throughout story cyclist describes hot weather harsh tarrens midwest quest find source water note several time nice @ date1 ear quickly warms sweltering heat pedal along also go detail change flat ground rolling hill journey behind aspect make use frol final much inorder cyclist give reader image going
8,149,2,4,20,15,11,2,0,1,22,4,4,0,9,2,0,9,14,11,1,22,73,7.456746004981084,63,3.0,article exceed posted speed limit feature setting took toll cyclist many way first whole setting dry dusty desert would chair anybody sun beginning beat borely noticed affected cyclist dehydrating much bring next point hitting water bottle pretty regularly traveling high desert california june caused become even dehydrated resulting thinking going die along way found old abandoned juice factory affected filling despair hopelessness causing push reach water end feature setting made determined reach water
10,122,9,6,19,14,8,0,0,0,26,3,7,0,7,0,0,3,15,2,6,16,69,6.055055115514279,46,1.5,setting affected cyclist many way one way weather story said traveling high desert california june kermaskie @ num1 thats quote said desert desert usally warm also said june june usally hot temp month weath affected cyclist hot started become dehydrated little water another way setting affected cyclist souroundings story said one sight building car structure kind kurmaskie saying know one around help get hurt something also there get water
4,118,1,2,17,15,10,1,0,2,18,6,6,0,4,0,2,4,6,8,5,14,62,6.730556126088822,52,2.5,many feature setting effect cyclist obvious direct feature would adventure took place high desert california june @ caps1 passage say blistering heat high meaning going closer sun desert world hot california known smoggy june middle summer also closet water supply somewhere neighborhood two hundred degree long crippling hill sun heating would obviously effect cyclist making tired vividly explains expressing fear losing conscionous
8,141,4,2,19,15,8,0,0,1,23,5,5,0,6,1,0,8,7,7,14,24,70,6.9650185400921245,57,2.0,story exceed posted speed limit joe kurmaskie feature setting affect cyclist one example cyclist say noticed terrain changing flat road replaced short rolling hill effect cyclist make work harded dying thirst especially hot summer day make muscle work harder use strength summer time extremely hot cyclist biking hot say neighborhood two hundred degree quote explaining difficulty getting flustrated cold water affect cyclist think water bothering think could lost good map
11,163,2,5,18,18,13,1,0,4,26,7,2,0,12,0,0,10,15,1,7,26,76,7.329654077048452,63,2.5,cyclist go trip met many dreary place people starter old men knew trusted way led desert even car desert despairing place bicycle must even worse knowing run water op one save dehydration endlessly bleak landscape also played roll cyclist feeling another bad feature endless amount abandonment town spoiled water every time thought saved put fact example pump minute get bad tasting water finally strength give found bait place water dramatically place rest bad another old man
3,59,4,1,11,10,1,0,0,0,11,2,1,0,2,0,0,0,8,1,4,11,26,4.552834731543833,25,1.0,iin essay feature cycleist affect setting reader wouldnt thought bad danger hadnt going desert cyclist got grape factory stated almost dehydrated got bait shop drank faucet
4,117,2,5,13,14,4,0,0,0,16,3,2,0,9,0,0,4,13,7,8,22,52,5.343912640797111,37,2.0,feature setting affect cyclist rolling hill went alot streanth also barely water hot kept drinking ran water early story say riding barely noticed sun starting beat quote show starting get hot also story say checked water supply @ caps1 mean starting realize water running short setting hot abandoned water source cyclist affected
4,48,0,0,3,1,0,0,0,0,1,0,37,0,0,0,0,0,1,0,3,2,18,3.6661711538129333,16,1.0,setting important factor story dessert dessert lack water bike dangerous using foot move take energy us water body
2,29,1,0,5,5,3,0,0,0,7,2,0,0,1,0,0,0,3,1,0,3,15,3.3631392161006075,15,2.0,feature setting affected cyclist biking hill extreme heat also short water supplyl head wrong direction
4,59,0,1,14,4,2,1,0,0,11,5,0,0,0,0,0,2,8,2,1,8,28,4.480396415215067,23,1.5,feature setting affect cyclist direction given cyclist elderly incorrect got lost lack water led possibility sucking pebble forget thirst rolling hill caused cyclist use energy affect setting cyclist
2,23,1,1,5,3,0,0,0,0,4,3,0,0,1,0,0,0,3,0,0,4,12,3.120600521767662,12,1.0,feachers setting affected cyclist greatly biked around bend trouble thirst fear behind
5,139,4,5,18,25,10,0,1,3,24,5,9,0,4,1,0,4,14,1,1,18,68,7.074496378389138,61,2.0,story rough road ahead joe kurmaskie cyclist set bike ride heat summer california staying met old people gave short cut form place told abandoned ghost town without single drop drinkable water different setting like river spring would stop drink even populated industriated area could stop building ask drink dry hot abadond hill california without water condition grew tired thirsty dehydrated desperate drink finally came apon bait shop water
6,115,9,5,14,16,6,0,0,0,14,3,5,0,7,0,0,3,17,9,6,21,52,5.753852326113222,42,2.0,durring cyclist @ caps1 affected setting frequently cycling came hott first bad sun begining beat dow barely noticed prof cyclist know getting hot affect another thing affected time travling hitting water bottle pritty regularly travling high dezerts califonia june prof reader constantly drinking time day year show setting affected cyclist @ caps2
5,101,1,0,11,11,12,0,0,2,14,3,1,0,12,0,0,7,0,2,13,16,50,5.177507882298232,36,1.0,think feature setting really affect way someone ride bike certain place certain terrain type always good bike rider bumpy someone could fall bike also dark @ month1 even able see going could hurt self seriously riding bike dangerous also type enviroment every thing smooth @ month1 able nice bike ride
11,193,3,4,21,28,12,0,1,5,34,3,11,0,13,0,0,8,23,6,3,26,92,7.407979881072537,72,2.5,feature setting effect cyclist exceed posted speed limit changing physically california desert middle june without water left taking physical toll physical effect making feel hopeless well say sad hopeless laugh mind least l still energy feel sorry way suffering dehydration physically effected emotional state felt though nothing could another place example @ location2 get newly shot soo thon california would suffering dehydration isolated place cycling could compared climber lost snow storm @ location3 instead dehydration heat strone however suffered hypothermia different mountain would snow storm would fine outcome story climber determined setting
6,147,3,2,25,17,6,1,0,2,33,8,0,0,7,0,0,4,8,1,13,23,70,6.695850100359379,55,2.5,condition gave cyclist hope point heat land feature setting harsh hope like cyclist say hope make horizon there nothing else compare say let ride next building mail box none desert feature make cyclist fell one help die dyhydration feature get worse see welchs grape fruit building giving little hope survival find deserted like final thing give cyclist almost unconscious run fishing store sip water feature main reason cyclist lost hope
4,77,1,1,10,10,0,0,0,2,13,3,0,0,4,0,0,4,11,2,3,15,34,4.848433002873334,28,1.5,feature setting affect author move dehydrated dessert sun look sweat water bring would replace electrolites also author got hill lost lot energy peddling lot work author would also gotten tired need water body survive
18,255,1,14,32,33,12,1,0,3,42,12,10,0,13,0,0,7,32,7,5,33,128,9.457329459871254,106,3.0,feature setting rough road ahead exceed posted speed limit affect cyclist greatly cyclist opinion thing began pretty well positive attitude state strong leg smile face man move come fort sort sight troubling though troubling still confidence could continue next noticed change terrain explained flat road replaced short rolling hill mean would peddle harder greater force order get hill weather cyclist running water possibility heatstroke came mind one sight building car structure kind told man mind entered state sad hopeless thought persevered cycled point thirsty felt death near said going die bird would pick clean kept going spotted old guy sight regained hope moved ahead feature story affected cyclist physically mentally physically tired worn like horrible state mentally becoming negative pessamistic travel setting feature interfered cyclist physical mental state
4,84,1,2,13,10,9,0,0,1,12,2,6,0,6,0,0,3,2,1,9,9,42,5.380703444158991,34,2.0,story exceed posted speed limit joe kurmaskie believe setting greatly affect cyclist believe long downhill cool road fine straight uphill road extremely hot feel like keep pedaling cyclist get weary setting hot desert one around setting huge affect mood story another example
4,63,4,1,8,9,4,0,0,3,8,6,2,0,2,1,0,4,1,1,8,10,30,3.9731948372411137,20,1.0,cyclist bike rider group diffrent people solo cyclist cyclist go mile riding bike go like @ num1 mile go hill go trow water alot alot time hards ride bike far
5,64,0,3,7,4,6,1,0,0,12,1,1,0,4,0,0,3,0,1,8,13,32,4.511979899927472,24,1.0,setting hot like desert one around dry hot outside affect cyclist sweaty need water heat wear one around cause get water need journey thing make week make harder find place get water
2,31,2,2,4,5,5,0,0,2,6,2,0,0,0,0,0,2,0,0,1,4,16,3.0322942262569694,11,0.0,setting affect cyclist could good bad thing cyclist adjust setting thats good somebody messe could bad
11,177,14,12,29,17,9,4,0,3,36,8,1,0,9,0,0,9,14,3,9,28,87,8.078384351677673,77,3.0,narritive cyclist riding california handed yosemite national park encounter lack water bad direction group old men pourch setting play big part challenge pine tree barren hill begining trie pass gbost town clearly seen better day present first doubt continues caution pine name written give hope reassurance rusty pump ramshackle shed took hope reasurance away making cautrous hill made work hard get snake slowed whelches juice company abundanded help made matter worse got water bathroom better setting le whole way hope would hope fall rise making story interenting
2,73,2,5,6,9,5,1,0,0,12,7,1,0,5,0,0,1,2,1,11,9,36,5.198520883643756,30,1.5,winding hill limited water poor direction trouble cyclist first get bad direction group old men outside porch awile go first town fill water bottle get lost run water find fishing store water people give better map
5,56,2,2,10,8,3,0,0,1,16,1,2,0,1,0,0,1,2,2,3,6,31,4.2344828801060626,23,1.5,water direction effect cyclist water effect cyclist said essay could drop heatstroke kurmaskie also direction another big one important without direction going rideing long time conclusion water direction cyclist problem story
6,152,4,4,13,17,13,1,1,1,23,5,1,0,7,0,0,5,27,1,3,34,73,7.2007851958529745,60,2.0,feature setting affect cyclist thought packed enough water began way drank water le half way destination realize hot got last couple sip water started become dehydrated rembered old men said next town abait eighteen mile away kept going reached town nothing drink old run factory took rock sucked went bump swallowed said self next time would go map said everything gone past way run abandoned finaly reached bait shop inside bathroom got water
4,63,3,3,11,4,1,0,1,2,15,2,0,0,3,0,0,6,7,1,1,9,34,4.95403962426119,30,1.0,feature setting affected cyclist grate deal example hill goet dehydrated went rusty bumpy road didnt help dehygration another example would found plane could set change find best way get going feature setting affection cyclist
7,103,1,4,17,14,7,1,0,0,20,1,1,0,3,0,0,1,9,2,8,16,49,6.090558317224932,42,2.0,cyclist go many natural setting affect first ride barren land cyclist portrayed barrenness saying fit traditional definition ghost town response first town came across next speaks large snake came close dangerous luckily manuvers way worse setting cyclist deal lack water threat living creature end found water story ended fine
9,218,3,11,23,23,13,3,0,0,38,5,10,0,18,1,0,7,18,5,17,32,115,8.700502260939867,94,3.0,essay rough road ahead exceed posted speed limit setting relates author feeling first author see abandoned first town worried move chuckled checked water supply moved sun beginning beat barely noticed author okay right @ caps1 still enough water next start get low water becomes panicked return make day seem even hotter hitting water bottle pretty regularly traveling high desert california june @ caps1 author low water day seems worse afterward continues run rattlesnake make even mere panicked ridiculously large snake really look like diamond back blocked majority pavement front eased past trying keep balanc dehydrated state @ caps2 got bait store drank sink thing seem bad anymore talk water heat result setting related author mood
9,179,1,5,28,23,10,0,0,3,40,3,3,0,5,0,0,11,7,4,13,27,84,7.439421184961122,64,2.5,feature setting affect cyclist small story story setting hot dry terrain better explained name california heat desert climate seems start effect reach first town know statement place might thriving little spot time say last war morning fit traditional definition ghost town chucked checked water supply moved sun beginning beat summer heat thriving @ date1 drinking lot water setting affect greatly cause use water supply cause begin process dehydration know summer heat affect @ date1 activity time feelslike going die building always around bend cyclist
6,164,3,4,22,23,15,1,0,0,33,8,10,0,17,0,0,2,4,8,12,9,95,8.294117810196893,81,2.5,rough road ahead exceed posted speed limit feature setting devastating cyclist condition @ caps1 high desert california surely never easy task begin without proper hydration people often suffer heatstroke pas sometimes even perishing entirely worse cyclist effort exerting pedaling short rolling hill even worse trail old eccentric men set run much way nuping depleted water supply first town cyclist come across easily split traditional definition ghost town water pump come emits sewage incredibly hot brackish water therefore heat made worse look water cyclist path combination feature setting cause great deal distress cycling almost pushing death
4,86,2,6,11,10,9,0,0,1,19,5,1,0,3,0,0,3,8,0,1,11,45,5.046990446020551,34,1.0,many way setting affected cyclist story like weather supply food water wrong estimation old people road first weather dry two hundred degree made sweat hard breath supply water harsh much around tryed get water pump would pump water weather water supply two maijor affect cyclist
12,158,4,6,22,21,10,0,0,4,27,4,4,0,7,0,0,6,9,2,16,26,78,7.541048011184028,66,3.0,beginning story author happy towards end grows upset rode morning strong leg smile face @ num1 show author good mood happy journey one touch story take unexpected turn believed last burst energy maneuvered hill @ num2 getting lost town seems distant living thing author hears people extremely reliefed found anyone help get water forever greatful setting horrifying feel like cant even live felt alone would die setting city surrounded building author would still feel security even without water
4,43,0,1,9,5,1,0,0,0,10,4,1,0,1,0,0,0,5,0,2,4,19,2.998048348456988,14,1.0,feature setting affect cyclist reason water hill one reason water water cooled offer refilled way last reason rolling hill
6,101,1,4,15,12,11,0,0,2,21,4,0,0,7,0,0,6,5,3,3,9,50,6.430093408689971,46,2.0,feature blazing heat coming sun short rolling hill water also fact rider thought middle nowhere great effect cyclist physical emotional heat lack water constant hill riding take lot energy someone make extremely hard ride mention much hope left eliminates whole mind matter thing feature setting put together lead major trouble
